ASIN,NAME,AUTHOR,STARS,ISBN13,ISBN10,SALE_PRICE,ORIGINAL_PRICE,ITEM_SUBCATEGORY,ITEM_SPECIFIC_CATEGORY,AVAILABILITY,URL,STATUS,OBSERVATIONS
B00UTY4XUU,Data and Goliath: The Hidden Battles to Capture Your Data and Control Your World,Bruce Schneier - Dan John Miller - Recorded Books - & - more,4.5,---,B00UTY4XUU,,,Politics & Social Sciences,Politics & Government,,https://www.amazon.com/dp/B00UTY4XUU,5.0,Original price not found
B0168Y6UO6,"The Go-Giver, Expanded Edition: A Little Story About a Powerful Business Idea",Bob Burg - John David Mann - LLC Gildan Media - & - more,4.8,---,B0168Y6UO6,,,Business & Money,Business Culture,,https://www.amazon.com/dp/B0168Y6UO6,5.0,Original price not found
0809078813,Priceless: The Myth of Fair Value (and How to Take Advantage of It),William Poundstone,4.2,978-0809078813,0809078813,$11.40,$16.00,Business & Money,Economics,In Stock.,https://www.amazon.com/dp/B019L4NJ1M,1.0,ASIN number not found
B01BHEC8XO,"Practical Permaculture: for Home Landscapes, Your Community, and the Whole Earth",Jessi Bloom - Dave Boehnlein - Paul Kearsley - & - more,4.7,---,B01BHEC8XO,,,Kindle eBooks,"Crafts, Hobbies & Home",,https://www.amazon.com/dp/B01BHEC8XO,5.0,Original price not found
B01DR2DN4W,Wealth of Nations (Coterie Classics),Adam Smith - Coterie Classics - Alan B. Krueger - & - more,4.3,---,B01DR2DN4W,,,Kindle eBooks,History,,https://www.amazon.com/dp/B01DR2DN4W,5.0,Original price not found
0812968255,Meditations: A New Translation,Marcus Aurelius - Gregory Hays,4.2,978-0812968255,0812968255,$10.45,$10.45,"New, Used & Rental Textbooks",Humanities,In Stock.,https://www.amazon.com/dp/B01FOD7CRG,1.0,Original price not found
B01JGM5T4E,The Time Illusion (Kindle Single),John Gribbin,4.0,---,B01JGM5T4E,,,Kindle eBooks,Science & Math,,https://www.amazon.com/dp/B01JGM5T4E,5.0,Original price not found
B01JGMCCCQ,The Complacent Class: The Self-Defeating Quest for the American Dream,Tyler Cowen,3.7,---,B01JGMCCCQ,,,Kindle eBooks,Business & Money,,https://www.amazon.com/dp/B01JGMCCCQ,5.0,Original price not found
B01N4KQI11,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,Brené Brown,4.6,---,B01N4KQI11,,,Kindle eBooks,Religion & Spirituality,,https://www.amazon.com/dp/B01N4KQI11,5.0,Original price not found
B06Y129GS5,Brunch Is Hell: How to Save the World by Throwing a Dinner Party,Rico Gagliano - Brendan Francis Newnam,4.0,---,B06Y129GS5,,,Self-Help,Relationships,,https://www.amazon.com/dp/B06Y129GS5,5.0,Original price not found
B06Y4V1L9D,"The Million-Dollar, One-Person Business: Make Great Money. Work the Way You Like. Have the Life You Want.",Elaine Pofeldt,4.2,---,B06Y4V1L9D,,,Kindle eBooks,Business & Money,,https://www.amazon.com/dp/B06Y4V1L9D,5.0,Original price not found
B073W2K7HT,A Monk's Guide to a Clean House and Mind,Shoukei Matsumoto,4.5,---,B073W2K7HT,,,Kindle eBooks,Religion & Spirituality,,https://www.amazon.com/dp/B073W2K7HT,5.0,Original price not found
B078YYJBXL,"The Art Of Thinking In Systems: Improve Your Logic, Think More Critically, And Use Proven Systems To Solve Your Problems - Strategic Planning For Everyday Life",Steven Schuster,3.4,---,B078YYJBXL,,,Kindle eBooks,Business & Money,,https://www.amazon.com/dp/B078YYJBXL,5.0,Original price not found
B07BB4KR1X,You Can Farm: The Entrepreneur's Guide to Start & Succeed in a Farming Enterprise,Joel Salatin,4.6,---,B07BB4KR1X,,,Kindle eBooks,Business & Money,,https://www.amazon.com/dp/B07BB4KR1X,5.0,Original price not found
B07BH6YZ53,"Your Successful Farm Business: Production, Profit, Pleasure",Joel Salatin,4.7,---,B07BH6YZ53,,,Kindle eBooks,Science & Math,,https://www.amazon.com/dp/B07BH6YZ53,5.0,Original price not found
B07CKQ7M9G,"Think In Systems: The Theory and Practice of Strategic Planning, Problem Solving, and Creating Lasting Results - Complexity Made Simple",Zoe McKey,3.5,---,B07CKQ7M9G,,,Kindle eBooks,Business & Money,,https://www.amazon.com/dp/B07CKQ7M9G,5.0,Original price not found
